Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
2	196	26.6642	97.8584	123.038	
2	213	26.6919	97.7772	122.985	
2	229	26.6672	97.8332	123.031	
2	246	26.6153	97.8068	123.103	
2	263	26.6818	97.8661	123.001	
2	279	26.6917	97.8288	122.962	
2	296	26.6219	97.8738	122.983	
2	313	26.609	97.8866	123.003	
2	329	26.6522	97.8703	122.915	
2	346	26.629	97.9046	122.912	
2	363	26.5622	97.902	123.002	
2	379	26.611	97.9486	122.926	
2	396	26.5934	97.9092	122.982	
2	413	26.5503	97.9445	122.96	
2	429	26.5281	97.9783	123.051	
2	446	26.6149	98.0385	122.939	
2	463	26.5763	98.0061	122.939	
2	479	26.5185	98.0287	123.077	
2	496	26.5382	98.0262	123.097	
2	513	26.5879	98.0274	123.012	
2	529	26.5695	98.0633	122.995	
2	546	26.5594	98.136	123.041	
2	563	26.5943	98.169	123.064	
2	579	26.5872	98.1082	122.995	
2	596	26.5588	98.1668	123.052	
2	613	26.5236	98.1563	123.076	
2	629	26.562	98.1742	123.008	
2	646	26.5487	98.194	123.032	
2	663	26.5334	98.2736	123.078	
2	679	26.5379	98.2809	123.1	
2	696	26.5476	98.2469	123.096	
2	713	26.5336	98.2601	123.093	
2	729	26.4882	98.3054	123.244	
2	746	26.5059	98.3108	123.233	
2	763	26.5239	98.2875	123.17	
2	779	26.5153	98.3841	123.233	
2	796	26.5311	98.4096	123.289	
2	813	26.5748	98.3656	123.239	
2	829	26.5124	98.3419	123.258	
2	846	26.5023	98.4099	123.406	
2	863	26.5382	98.3636	123.302	
2	879	26.5167	98.3802	123.235	
2	896	26.4716	98.4466	123.337	
2	913	26.4748	98.4429	123.305	
2	929	26.5072	98.4248	123.189	
2	946	26.4642	98.4443	123.239	
2	963	26.4148	98.4732	123.341	
2	979	26.4137	98.4225	123.34	
2	996	26.4075	98.4117	123.279	
2	1013	26.3711	98.4313	123.332	
2	1029	26.3889	98.4705	123.289	
2	1046	26.3844	98.4197	123.283	
2	1063	26.3983	98.4628	123.263	
2	1079	26.3516	98.4363	123.385	
2	1096	26.3665	98.4433	123.375	
2	1113	26.38	98.4334	123.38	
2	1129	26.4156	98.414	123.324	
2	1146	26.4023	98.3705	123.318	
2	1163	26.4146	98.4336	123.339	
2	1179	26.4115	98.3562	123.341	
2	1196	26.4046	98.3782	123.33	
2	1213	26.3679	98.3493	123.385	
2	1229	26.4135	98.3646	123.277	
2	1246	26.4074	98.2977	123.276	
2	1263	26.4069	98.349	123.321	
2	1279	26.3921	98.3567	123.35	
2	1296	26.4108	98.3066	123.341	
2	1313	26.3946	98.2564	123.344	
2	1329	26.3728	98.2476	123.423	
2	1346	26.4205	98.2541	123.425	
2	1363	26.4422	98.1992	123.415	
2	1379	26.4615	98.2286	123.425	
2	1396	26.4598	98.194	123.516	
2	1413	26.528	98.1625	123.414	
2	1429	26.513	98.0764	123.456	
2	1446	26.5072	98.1065	123.515	
2	1463	26.5177	98.0447	123.521	
2	1479	26.5675	98.0487	123.414	
2	1496	26.5309	98.0341	123.46	
2	1513	26.5477	98.021	123.435	
2	1529	26.5991	97.9922	123.402	
2	1546	26.5957	97.9484	123.421	
2	1563	26.5966	97.9575	123.471	
2	1579	26.6121	97.8876	123.504	
2	1596	26.6718	97.8969	123.474	
2	1613	26.6439	97.8711	123.541	
2	1629	26.6869	97.9107	123.495	
2	1646	26.7201	97.826	123.473	
2	1663	26.7777	97.8172	123.439	
2	1679	26.7413	97.7601	123.598	
2	1696	26.8331	97.7987	123.595	
2	1713	26.8655	97.7074	123.616	
2	1729	26.9378	97.7271	123.53	
2	1746	26.963	97.6437	123.585	
2	1763	27.0796	97.66	123.544	
2	1779	27.1038	97.5926	123.564	
2	1796	27.1016	97.5866	123.611	
2	1813	27.1513	97.5772	123.671	
2	1829	27.209	97.4979	123.597	
2	1846	27.2511	97.4839	123.595	
2	1863	27.2709	97.444	123.676	
2	1879	27.3792	97.4066	123.578	
2	1896	27.4292	97.3472	123.586	
2	1913	27.4455	97.3689	123.699	
2	1929	27.4555	97.2592	123.82	
2	1946	27.5627	97.1846	123.707	
2	1963	27.5751	97.122	123.797	
2	1979	27.6524	97.1318	123.811	
2	1996	27.7329	97.0516	123.815	
2	2013	27.8021	97.0059	123.772	
2	2029	27.8221	96.9768	123.873	
2	2046	27.8758	96.9298	123.888	
2	2063	27.9435	96.8297	123.792	
2	2079	27.9317	96.7663	123.878	
2	2096	27.9736	96.7403	123.889	
2	2113	28.059	96.6639	123.806	
2	2129	28.0975	96.6932	123.782	
2	2146	28.0589	96.6601	123.87	
2	2163	28.1644	96.5926	123.795	
2	2179	28.1615	96.5165	123.874	
2	2196	28.2519	96.5507	123.814	
2	2213	28.2227	96.3827	123.86	
2	2229	28.2951	96.4468	123.909	
2	2246	28.3267	96.3887	123.935	
2	2263	28.3838	96.3549	123.907	
2	2279	28.406	96.2544	123.905	
2	2296	28.4354	96.2575	123.956	
2	2313	28.5332	96.2228	123.976	
2	2329	28.5873	96.1269	123.911	
2	2346	28.5906	96.0423	123.967	
2	2363	28.6329	95.9761	124.015	
2	2379	28.7189	95.8807	123.935	
2	2396	28.7044	95.8396	123.97	
2	2413	28.7184	95.8693	124.048	
2	2429	28.8111	95.8008	123.991	
2	2446	28.8402	95.731	123.957	
2	2463	28.8367	95.7398	124.067	
2	2479	28.8978	95.6739	124.05	
2	2496	28.9926	95.626	123.98	
3	-4	21.8064	99.3039	122.036	
3	13	21.7901	99.2449	122.029	
3	29	21.8001	99.2307	121.954	
3	46	21.7695	99.2339	122.04	
3	63	21.7844	99.2721	122.063	
3	79	21.7654	99.1862	121.968	
3	96	21.8105	99.2664	121.923	
3	113	21.7676	99.2879	122.04	
3	129	21.7082	99.2227	122.05	
3	146	21.7688	99.2508	122.036	
3	163	21.7785	99.2071	121.967	
3	179	21.7222	99.2463	122.071	
3	196	21.7748	99.2747	122.022	
