Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
3	2279	3.68452	40.633	150.516	
3	2296	3.63618	40.6125	150.524	
3	2313	3.65869	40.4751	150.543	
3	2329	3.60221	40.4108	150.584	
3	2346	3.57878	40.3343	150.638	
3	2363	3.57372	40.2492	150.675	
3	2379	3.51986	40.139	150.675	
3	2396	3.50566	40.008	150.759	
3	2413	3.42176	40.0329	150.765	
3	2429	3.4214	39.8818	150.778	
3	2446	3.34514	39.7746	150.86	
3	2463	3.30653	39.6802	150.887	
3	2479	3.2558	39.6656	150.922	
3	2496	3.25734	39.5335	150.906	
4	-4	5.31414	46.3489	139.786	
4	13	5.26164	46.3926	139.798	
4	29	5.29251	46.3494	139.807	
4	46	5.30303	46.3449	139.797	
4	63	5.26754	46.359	139.854	
4	79	5.26479	46.37	139.846	
4	96	5.28026	46.2935	139.854	
4	113	5.24438	46.3509	139.829	
4	129	5.23049	46.4009	139.902	
4	146	5.20818	46.4667	139.906	
4	163	5.25435	46.4157	139.877	
4	179	5.24655	46.4705	139.898	
4	196	5.18074	46.5048	139.969	
4	213	5.23863	46.4521	139.937	
4	229	5.20932	46.4332	139.971	
4	246	5.16251	46.617	140.011	
4	263	5.24361	46.4981	140.006	
4	279	5.20979	46.5585	139.967	
4	296	5.24487	46.5555	140.008	
4	313	5.22875	46.5821	139.985	
4	329	5.27264	46.5145	139.936	
4	346	5.2524	46.5565	139.934	
4	363	5.22244	46.6229	139.955	
4	379	5.20767	46.6529	139.939	
4	396	5.22028	46.589	139.934	
4	413	5.15576	46.6782	139.944	
4	429	5.17295	46.6461	139.93	
4	446	5.13869	46.6379	139.95	
4	463	5.13229	46.6485	139.97	
4	479	5.10412	46.6779	140.018	
4	496	5.12379	46.6689	140.019	
4	513	5.12092	46.6954	140.022	
4	529	5.14484	46.6723	140.003	
4	546	5.15631	46.6549	139.997	
4	563	5.18087	46.7174	139.963	
4	579	5.18695	46.6582	139.966	
4	596	5.15993	46.6736	139.967	
4	613	5.17467	46.6283	139.995	
4	629	5.17992	46.6175	139.964	
4	646	5.19959	46.5002	139.984	
4	663	5.18173	46.5235	140.023	
4	679	5.17467	46.555	140.05	
4	696	5.16182	46.5498	140.043	
4	713	5.16747	46.4488	140.064	
4	729	5.12699	46.5036	140.086	
4	746	5.2117	46.4589	140.084	
4	763	5.20378	46.4694	140.056	
4	779	5.22814	46.4471	140.064	
