Sensor_Positions_2.0
Sensor#	Time	X	Y	Z
1	2013	20.1661	93.6702	120.014	
1	2029	20.2093	93.6376	120.005	
1	2046	20.2469	93.5957	119.993	
1	2063	20.2961	93.5643	119.975	
1	2079	20.3455	93.5368	119.957	
1	2096	20.3836	93.5078	119.939	
1	2113	20.4224	93.4795	119.925	
1	2129	20.4627	93.4509	119.912	
1	2146	20.5097	93.427	119.899	
1	2163	20.5388	93.3986	119.89	
1	2179	20.5741	93.3724	119.879	
1	2196	20.61	93.342	119.876	
1	2213	20.6486	93.3195	119.879	
1	2229	20.6892	93.2935	119.871	
1	2246	20.7277	93.2621	119.861	
1	2263	20.7692	93.2361	119.864	
1	2279	20.8146	93.2001	119.857	
1	2296	20.8649	93.1651	119.853	
1	2313	20.9191	93.1325	119.848	
1	2329	20.9671	93.0908	119.84	
1	2346	21.0128	93.0658	119.832	
1	2363	21.0502	93.0371	119.81	
1	2379	21.087	93.0079	119.793	
1	2396	21.1317	92.9794	119.775	
1	2413	21.1661	92.9477	119.762	
1	2429	21.2201	92.9124	119.759	
1	2446	21.2568	92.875	119.757	
1	2463	21.3085	92.8493	119.76	
1	2479	21.3465	92.8209	119.764	
1	2496	21.3838	92.7961	119.771	

