Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
1	-4	30.7978	93.7733	125.12	
2	-4	29.145	95.346	124.276	
3	-4	24.5155	97.0977	122.807	
4	-4	22.1063	97.0232	122.377	
5	-4	17.3126	95.0571	122.119	
6	-4	15.4949	93.4198	122.31	
7	-4	12.9697	88.8962	123.264	
8	-4	12.5511	86.5873	123.89	
9	-4	13.4422	81.6253	125.479	
10	-4	14.6163	79.6688	126.175	
11	-4	18.7048	76.5896	127.369	
12	-4	20.9427	75.9912	127.64	
13	-4	26.1073	76.6966	127.51	
14	-4	28.0748	77.8749	127.157	
15	-4	31.0652	82.0168	125.918	
16	-4	31.6202	84.2524	125.33	
17	-4	31.0348	89.3928	124.265	
18	-4	29.9738	91.538	124.032	
19	-4	26.2819	95.1811	124.338	
20	-4	24.1368	96.1148	124.939	
21	-4	19.0023	92.7337	120.846	
22	-4	16.5395	85.4871	114.433	

