Eleclectrode_Positions_2.0
Electrode#	Time	X	Y	Z
1	-4	31.0189	92.752	124.959	
2	-4	29.451	94.3932	124.087	
3	-4	24.9235	96.3039	122.557	
4	-4	22.5199	96.2942	122.106	
5	-4	17.7152	94.4135	121.843	
6	-4	15.8865	92.7913	122.049	
7	-4	13.3351	88.2942	123.05	
8	-4	12.8987	85.9927	123.702	
9	-4	13.7179	81.0279	125.345	
10	-4	14.8561	79.0583	126.065	
11	-4	18.8841	75.9193	127.308	
12	-4	21.1085	75.2886	127.588	
13	-4	26.2769	75.9251	127.444	
14	-4	28.2531	77.0802	127.08	
15	-4	31.2734	81.1923	125.814	
16	-4	31.8482	83.4223	125.22	
17	-4	31.3194	88.5719	124.152	
18	-4	30.2894	90.7341	123.919	
19	-4	26.6557	94.4351	124.223	
20	-4	24.5243	95.4014	124.821	
21	-4	19.4159	92.1147	120.678	
22	-4	16.9236	84.9382	114.197	

